1,1,308.43,0.44,403.35999999999996,115.56,1,1,1.0
1,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
1,3,0.0,11.59,18.6,36.489999999999995,1,1,1.0
1,4,51.02,59.22,127.69,63.879999999999995,1,1,1.0
2,1,308.43,0.44,403.16,115.56,1,1,1.0
2,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
2,3,0.0,11.59,11.5,36.489999999999995,1,1,1.0
2,4,35.21,56.69,122.22,61.33,1,1,1.0
3,1,308.43,0.44,402.96,115.56,1,1,1.0
3,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
3,4,19.41,54.16,116.75,58.790000000000006,1,1,1.0
4,1,308.43,0.44,402.77000000000004,115.56,1,1,1.0
4,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
4,4,3.6,51.62,111.28,56.25000000000001,1,1,1.0
5,1,308.43,0.44,402.57,115.56,1,1,1.0
5,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
5,4,0.0,49.09,93.6,53.709999999999994,1,1,1.0
6,1,308.43,0.44,402.36999999999995,115.56,1,1,1.0
6,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
6,4,0.0,46.56,75.85,52.69,1,1,1.0
7,1,307.68,0.44,403.11999999999995,115.56,1,1,1.0
7,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
7,4,0.0,44.02,58.1,51.68,1,1,1.0
8,1,306.92,0.44,403.87999999999994,115.56,1,1,1.0
8,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
8,4,0.0,44.02,43.9,45.57999999999999,1,1,1.0
9,1,306.16,0.44,404.63999999999993,115.56,1,1,1.0
9,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
9,4,0.0,44.02,26.7,37.48,1,1,1.0
10,1,305.4,0.44,405.4,115.56,1,1,1.0
10,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
11,1,305.4,0.44,402.85,115.56,1,1,1.0
11,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
11,5,866.85,175.77,93.14999999999998,94.24999999999997,1,1,1.0
12,1,305.4,0.44,400.30000000000007,115.56,1,1,1.0
12,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
12,5,823.21,167.26,136.78999999999996,100.31,1,1,1.0
13,1,305.4,0.44,399.97,115.56,1,1,1.0
13,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
13,5,779.57,158.75,180.42999999999995,106.36000000000001,1,1,1.0
14,1,305.4,0.44,399.63,115.56,1,1,1.0
14,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
14,5,735.94,150.23,224.05999999999995,112.43000000000004,1,1,1.0
15,1,305.4,0.44,399.30000000000007,115.56,1,1,1.0
15,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
15,5,692.3,141.72,267.70000000000005,118.47999999999999,1,1,1.0
16,1,305.39,0.44,399.30000000000007,115.56,1,1,1.0
16,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
16,5,653.01,133.21,276.59000000000003,115.48999999999998,1,1,1.0
16,6,0.0,163.89,53.78,92.63999999999999,1,1,1.0
17,1,305.37,0.44,399.29999999999995,115.56,1,1,1.0
17,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
17,5,617.74,126.74,270.13,113.41000000000001,1,1,1.0
17,6,0.0,168.63,80.02,102.12,1,1,1.0
18,1,305.36,0.44,399.29999999999995,115.56,1,1,1.0
18,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
18,5,582.47,120.27,263.65999999999997,111.33,1,1,1.0
18,6,0.0,173.36,106.26,111.61000000000001,1,1,1.0
19,1,305.34,0.44,399.3,115.56,1,1,1.0
19,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
19,5,547.2,113.8,257.19999999999993,109.25000000000001,1,1,1.0
19,6,0.0,178.1,132.5,121.09,1,1,1.0
20,1,305.33,0.44,399.3,115.56,1,1,1.0
20,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
20,5,514.8,110.2,247.87,104.3,1,1,1.0
20,6,0.0,182.83,158.74,130.58,1,1,1.0
21,1,305.32,0.44,399.3,115.56,1,1,1.0
21,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
21,5,483.92,106.6,237.00999999999993,99.35,1,1,1.0
21,6,0.0,187.57,184.98,140.06,1,1,1.0
22,1,305.3,0.44,399.3,115.56,1,1,1.0
22,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
22,5,450.1,103.82,229.10000000000002,93.58000000000001,1,1,1.0
22,6,0.0,192.3,211.22,149.56,1,1,1.0
23,1,305.29,0.44,399.3,115.56,1,1,1.0
23,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
23,5,423.2,98.92,225.60999999999996,89.92999999999999,1,1,1.0
23,6,13.7,201.1,223.76000000000002,154.98,1,1,1.0
24,1,305.27,0.44,399.30000000000007,115.56,1,1,1.0
24,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
24,5,397.6,94.02,211.10000000000002,86.28000000000002,1,1,1.0
24,6,31.7,213.14,232.0,157.16000000000003,1,1,1.0
25,1,305.26,0.44,399.29999999999995,115.56,1,1,1.0
25,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
25,5,373.7,89.12,197.8,84.68,1,1,1.0
25,6,52.9,216.6,252.6,174.20000000000002,1,1,1.0
26,1,305.25,0.44,399.28999999999996,115.56,1,1,1.0
26,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
26,5,346.4,84.22,198.0,85.9,1,1,1.0
26,6,81.2,227.1,266.1,184.20000000000002,1,1,1.0
27,1,305.23,0.44,399.29999999999995,115.56,1,1,1.0
27,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
27,5,328.8,79.33,187.8,82.92999999999999,1,1,1.0
27,6,109.4,237.6,286.75,201.17,1,1,1.0
28,1,305.22,0.44,399.29999999999995,115.56,1,1,1.0
28,2,94.6,0.0,227.01000000000002,65.31,1,1,1.0
28,5,304.4,74.43,179.3,79.97,1,1,1.0
